team_name,date,event,opponent,map,result,opponent_rank,opponent_points
faze,2025-05-02,BLAST Rivals 2025 Season 1,Mouz,Dust2,11 - 13,2,568
faze,2025-05-02,BLAST Rivals 2025 Season 1,Mouz,Mirage,2 - 13,2,568
faze,2025-05-01,BLAST Rivals 2025 Season 1,Flyquest,Inferno,13 - 11,24,49
faze,2025-05-01,BLAST Rivals 2025 Season 1,Flyquest,Nuke,22 - 18,24,49
faze,2025-04-30,BLAST Rivals 2025 Season 1,Falcons,Ancient,10 - 13,4,451
faze,2025-04-30,BLAST Rivals 2025 Season 1,Falcons,Dust2,6 - 13,4,451
faze,2025-04-23,IEM Melbourne 2025,Gamerlegion,Mirage,16 - 19,11,161
faze,2025-04-23,IEM Melbourne 2025,Gamerlegion,Nuke,11 - 13,11,161
faze,2025-04-23,IEM Melbourne 2025,3Dmax,Dust2,13 - 1,13,141
faze,2025-04-23,IEM Melbourne 2025,3Dmax,Nuke,13 - 7,13,141
faze,2025-04-22,IEM Melbourne 2025,The Mongolz,Ancient,13 - 16,7,343
faze,2025-04-22,IEM Melbourne 2025,The Mongolz,Dust2,8 - 13,7,343
faze,2025-04-21,IEM Melbourne 2025,Pain,Anubis,13 - 11,16,69
faze,2025-04-21,IEM Melbourne 2025,Pain,Inferno,13 - 11,16,69
faze,2025-04-13,PGL Bucharest 2025,Complexity,Dust2,13 - 10,14,127
faze,2025-04-13,PGL Bucharest 2025,Complexity,Inferno,13 - 11,14,127
faze,2025-04-12,PGL Bucharest 2025,Falcons,Ancient,16 - 14,4,451
faze,2025-04-12,PGL Bucharest 2025,Falcons,Mirage,10 - 13,4,451
faze,2025-04-12,PGL Bucharest 2025,Falcons,Nuke,4 - 13,4,451
faze,2025-04-11,PGL Bucharest 2025,3Dmax,Anubis,13 - 0,13,141
faze,2025-04-11,PGL Bucharest 2025,3Dmax,Nuke,13 - 5,13,141
faze,2025-04-10,PGL Bucharest 2025,Betclic,Ancient,13 - 8,28,32
faze,2025-04-10,PGL Bucharest 2025,Betclic,Dust2,13 - 5,28,32
faze,2025-04-09,PGL Bucharest 2025,Complexity,Anubis,10 - 13,14,127
faze,2025-04-09,PGL Bucharest 2025,Complexity,Dust2,7 - 13,14,127
faze,2025-04-08,PGL Bucharest 2025,Rare Atom,Ancient,13 - 10,32,29
faze,2025-04-08,PGL Bucharest 2025,Rare Atom,Dust2,13 - 3,32,29
faze,2025-04-07,PGL Bucharest 2025,Pain,Dust2,13 - 7,16,69
faze,2025-04-07,PGL Bucharest 2025,Pain,Inferno,13 - 11,16,69
faze,2025-04-06,PGL Bucharest 2025,Astralis,Ancient,4 - 13,15,88
faze,2025-04-06,PGL Bucharest 2025,Astralis,Dust2,16 - 13,15,88
faze,2025-04-06,PGL Bucharest 2025,Astralis,Train,8 - 13,15,88
faze,2025-03-23,BLAST Open Lisbon 2025,Spirit,Anubis,8 - 13,3,555
faze,2025-03-23,BLAST Open Lisbon 2025,Spirit,Nuke,9 - 13,3,555
faze,2025-03-21,BLAST Open Lisbon 2025,Astralis,Nuke,13 - 6,15,88
faze,2025-03-21,BLAST Open Lisbon 2025,Astralis,Train,13 - 7,15,88
faze,2025-03-19,BLAST Open Lisbon 2025,Virtus.Pro,Ancient,13 - 16,12,157
faze,2025-03-19,BLAST Open Lisbon 2025,Virtus.Pro,Anubis,16 - 12,12,157
faze,2025-03-19,BLAST Open Lisbon 2025,Virtus.Pro,Dust2,0 - 13,12,157
flyquest,2025-05-11,Hero Esports Asian Champions League 2025,Tyloo,Ancient,10 - 13,27,33
flyquest,2025-05-11,Hero Esports Asian Champions League 2025,Tyloo,Inferno,7 - 13,27,33
flyquest,2025-05-10,Hero Esports Asian Champions League 2025,Rare Atom,Ancient,11 - 13,32,29
flyquest,2025-05-10,Hero Esports Asian Champions League 2025,Rare Atom,Dust2,13 - 4,32,29
flyquest,2025-05-10,Hero Esports Asian Champions League 2025,Rare Atom,Inferno,13 - 8,32,29
flyquest,2025-05-09,Hero Esports Asian Champions League 2025,Tyloo,Ancient,13 - 8,27,33
flyquest,2025-05-09,Hero Esports Asian Champions League 2025,Tyloo,Inferno,11 - 13,27,33
flyquest,2025-05-09,Hero Esports Asian Champions League 2025,Tyloo,Mirage,11 - 13,27,33
flyquest,2025-05-01,BLAST Rivals 2025 Season 1,Faze,Inferno,11 - 13,9,209
flyquest,2025-05-01,BLAST Rivals 2025 Season 1,Faze,Nuke,18 - 22,9,209
flyquest,2025-04-30,BLAST Rivals 2025 Season 1,Spirit,Mirage,2 - 13,3,555
flyquest,2025-04-30,BLAST Rivals 2025 Season 1,Spirit,Nuke,9 - 13,3,555
flyquest,2025-04-23,IEM Melbourne 2025,Natus Vincere,Ancient,8 - 13,6,347
flyquest,2025-04-23,IEM Melbourne 2025,Natus Vincere,Inferno,7 - 13,6,347
flyquest,2025-04-23,IEM Melbourne 2025,Natus Vincere,Mirage,13 - 9,6,347
flyquest,2025-04-22,IEM Melbourne 2025,Virtus.Pro,Dust2,13 - 6,12,157
flyquest,2025-04-22,IEM Melbourne 2025,Virtus.Pro,Inferno,13 - 11,12,157
flyquest,2025-04-21,IEM Melbourne 2025,Vitality,Anubis,2 - 13,1,1000
flyquest,2025-04-21,IEM Melbourne 2025,Vitality,Nuke,8 - 13,1,1000
furia,2025-05-13,PGL Astana 2025,Oddik,Anubis,13 - 7,31,29
